timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance	oob_percentage
12.426250528544188	(190.32533264160156, 41.21814727783203, -27.77659034729004)	(-0.006626524496823549, 0.9999459981918335, -0.007995576597750187)	(-0.38315102458000183, 10.784180641174316, -0.007156227715313435)	94.59864328224994	-0.18352185964141723	0	0	0.14045914789732825	0.14045914789732825	10.892124021666842	39	False	0	0	1.7482372265466832	0.0
12.66650053486228	(190.11048889160156, 43.92375946044922, -27.775714874267578)	(-0.09912257641553879, 0.9950491786003113, -0.007204848807305098)	(-1.3572646379470825, 10.838194847106934, 0.01543734222650528)	87.12416856176465	-0.16720141451591924	0	0	0.15080177659860408	0.15080177659860408	11.086091617236669	39	False	0	0	1.87399743250328	0.0
12.91650053858757	(189.6577606201172, 46.63948059082031, -27.77470588684082)	(-0.18324077129364014, 0.9830479621887207, -0.006289019715040922)	(-2.2485692501068115, 10.875153541564941, 0.010861537419259548)	76.78254786384842	-0.14594356641767242	0	0	0.16834026246133804	0.16834026246133804	11.126559910911455	40	False	0	0	1.9821987750461918	0.0
13.16650054231286	(188.98580932617188, 49.3629035949707, -27.77367401123047)	(-0.25684690475463867, 0.9664362668991089, -0.005520684644579887)	(-3.1045966148376465, 10.924003601074219, -0.01979861781001091)	64.98792751940891	-0.12288254695639937	0	0	0.18990667240550635	0.18990667240550635	11.479911387952733	41	False	0	0	1.9280176444656625	0.0
13.41650054603815	(188.1129608154297, 52.101444244384766, -27.772354125976562)	(-0.3191399574279785, 0.9476974010467529, -0.004377126693725586)	(-3.871490716934204, 11.004212379455566, 0.0050916243344545364)	53.909901186635985	-0.10187196840965691	0	0	0.22284873168766026	0.22284873168766026	11.764260202476446	42	False	0	0	1.8498811347373472	0.0
13.661750551313162	(187.08628845214844, 54.78697967529297, -27.771238327026367)	(-0.3691726624965668, 0.9293553233146667, -0.003195775905624032)	(-4.573802947998047, 11.12366771697998, 0.008321471512317657)	45.4390266453338	-0.08684228540690954	0	0	0.24166379132240812	0.24166379132240812	12.205032832126538	43	False	0	0	1.7803859067959444	0.0
13.870750557631254	(186.10733032226562, 57.0475959777832, -27.7705078125)	(-0.40509772300720215, 0.9142699241638184, -0.0025150631554424763)	(-5.113162994384766, 11.260623931884766, -0.015117935836315155)	41.126188008350994	-0.07950323224362284	0	0	0.256279846437831	0.256279846437831	12.510164632575746	45	False	0	0	1.7196737916264855	0.0
14.066250566393137	(185.0613555908203, 59.24225616455078, -27.77020835876465)	(-0.43824508786201477, 0.8988528847694397, -0.0021749299485236406)	(-5.658927917480469, 11.376112937927246, -0.008292088285088539)	39.098655145301606	-0.0751279885014864	0	0	0.2675985391260291	0.2675985391260291	12.90763772186688	46	False	0	0	1.660951978818368	0.0
14.256000574678183	(183.94412231445312, 61.398414611816406, -27.769933700561523)	(-0.4684261679649353, 0.8835010528564453, -0.0016689911717548966)	(-6.1843037605285645, 11.467205047607422, -0.0006563791539520025)	35.69387884069404	-0.0687123903599795	0	0	0.275438834862703	0.275438834862703	13.22852168118178	47	False	0	0	1.6067313271319452	0.0
14.456000581383705	(182.64166259765625, 63.722469329833984, -27.770092010498047)	(-0.49893784523010254, 0.8666372299194336, -0.0009338121744804084)	(-6.746013641357422, 11.5880126953125, 0.026053093373775482)	32.21699734740802	-0.061621441021656315	0	0	0.2849798317213255	0.2849798317213255	13.650371247368952	48	False	0	0	1.5546022746761636	0.0
14.66400059685111	(181.17039489746094, 66.15736389160156, -27.770275115966797)	(-0.5280368328094482, 0.8492212891578674, -0.0002868874871637672)	(-7.341774940490723, 11.709787368774414, 0.03618115931749344)	28.28943039328185	-0.0536875715622834	0	0	0.3039440270768005	0.3039440270768005	13.991045997281704	50	False	0	0	1.5098010368842896	0.0
14.872250609099865	(179.5666046142578, 68.63262176513672, -27.77035140991211)	(-0.5538824200630188, 0.8325948119163513, -0.00011394722969271243)	(-7.933170318603516, 11.816611289978027, 0.016969194635748863)	24.464993211957893	-0.04724746447910559	0	0	0.3141481168945452	0.3141481168945452	14.398324297656412	51	False	0	0	1.4760816504572638	0.0
15.083250619471073	(177.8388671875, 71.13917541503906, -27.770458221435547)	(-0.5765529870986938, 0.8170598149299622, 0.00012601312482729554)	(-8.465948104858398, 11.969820022583008, -0.03924601152539253)	23.58411147142268	-0.04633426327486077	0	0	0.3070145312640425	0.3070145312640425	14.959417082129857	53	False	0	0	1.4527110341950618	0.0
15.293250631541014	(175.99639892578125, 73.66270446777344, -27.770593643188477)	(-0.5983718633651733, 0.8012182712554932, -0.0004152442270424217)	(-9.027612686157227, 12.037261009216309, -0.011746951378881931)	23.979847886001945	-0.046781501541623687	0	0	0.28695288389498846	0.28695288389498846	15.286624094574055	54	False	0	0	1.4403172852464086	0.0
15.499250642955303	(174.11007690429688, 76.10992431640625, -27.770681381225586)	(-0.6190951466560364, 0.7853150367736816, -0.0011715831933543086)	(-9.54055118560791, 12.056327819824219, -0.029255695641040802)	22.83604253956087	-0.04408388327940083	0	0	0.2774859537986504	0.2774859537986504	15.62385680792115	55	False	0	0	1.44323733454554	0.0
15.70150064677	(172.1309356689453, 78.55125427246094, -27.770719528198242)	(-0.6382318735122681, 0.7698416709899902, -0.0019813140388578176)	(-10.012933731079102, 12.062238693237305, -0.020256834104657173)	20.574747371409728	-0.03932430247072304	0	0	0.2695053479404574	0.2695053479404574	15.8357181362005	56	False	0	0	1.4632876808107789	0.0
15.896750655025244	(170.14581298828125, 80.8909683227539, -27.77059555053711)	(-0.6543803811073303, 0.7561608552932739, -0.002673183334991336)	(-10.414048194885254, 12.018230438232422, 0.006214940920472145)	17.84434712748464	-0.03388521371798849	0	0	0.25243458996152623	0.25243458996152623	16.142076549765317	57	False	0	0	1.4978316048320979	0.0
16.09575066715479	(168.038818359375, 83.27789306640625, -27.771240234375)	(-0.668374240398407, 0.7438042163848877, -0.005575567949563265)	(-10.655414581298828, 11.865191459655762, 0.007664069999009371)	15.21788451805229	-0.028670101191334615	0	0	0	0.31453238194678157	16.076265805295836	57	False	0	0	1.545671743887386	0.0
